year,month,year_month,state,state_code,e2w_registrations,total_2w_registrations,data_source,date,ev_penetration_pct,source_dataset,provenance_class,eligible_as_observed_analytics
2022,1,2022-01,Delhi,DL,2077,41267,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-01-01,5.0331,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2022,2,2022-02,Delhi,DL,2160,42917,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-02-01,5.033,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2022,3,2022-03,Delhi,DL,2631,52271,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-03-01,5.0334,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2022,4,2022-04,Delhi,DL,1994,39616,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-04-01,5.0333,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2022,5,2022-05,Delhi,DL,1938,38515,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-05-01,5.0318,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2022,6,2022-06,Delhi,DL,2021,40166,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-06-01,5.0316,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2022,7,2022-07,Delhi,DL,2105,41817,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-07-01,5.0338,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2022,8,2022-08,Delhi,DL,2271,45118,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-08-01,5.0335,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2022,9,2022-09,Delhi,DL,2437,48419,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-09-01,5.0331,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2022,10,2022-10,Delhi,DL,2908,57773,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-10-01,5.0335,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2022,11,2022-11,Delhi,DL,2825,56122,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-11-01,5.0337,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2022,12,2022-12,Delhi,DL,2326,46218,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-12-01,5.0327,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2023,1,2023-01,Delhi,DL,2900,41267,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-01-01,7.0274,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2023,2,2023-02,Delhi,DL,3016,42917,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-02-01,7.0275,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2023,3,2023-03,Delhi,DL,3674,52271,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-03-01,7.0288,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2023,4,2023-04,Delhi,DL,2784,39616,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-04-01,7.0275,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2023,5,2023-05,Delhi,DL,2707,38515,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-05-01,7.0284,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2023,6,2023-06,Delhi,DL,2823,40166,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-06-01,7.0283,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2023,7,2023-07,Delhi,DL,2939,41817,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-07-01,7.0282,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2023,8,2023-08,Delhi,DL,3171,45118,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-08-01,7.0282,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2023,9,2023-09,Delhi,DL,3403,48419,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-09-01,7.0282,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2023,10,2023-10,Delhi,DL,4061,57773,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-10-01,7.0292,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2023,11,2023-11,Delhi,DL,3945,56122,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-11-01,7.0293,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2023,12,2023-12,Delhi,DL,3248,46218,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-12-01,7.0276,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2024,1,2024-01,Delhi,DL,3900,41267,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-01-01,9.4507,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2024,2,2024-02,Delhi,DL,4056,42917,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-02-01,9.4508,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2024,3,2024-03,Delhi,DL,4939,52271,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-03-01,9.4488,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2024,4,2024-04,Delhi,DL,3744,39616,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-04-01,9.4507,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2024,5,2024-05,Delhi,DL,3640,38515,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-05-01,9.4509,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2024,6,2024-06,Delhi,DL,3796,40166,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-06-01,9.4508,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2024,7,2024-07,Delhi,DL,3952,41817,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-07-01,9.4507,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2024,8,2024-08,Delhi,DL,4263,45118,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-08-01,9.4486,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2024,9,2024-09,Delhi,DL,4575,48419,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-09-01,9.4488,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2024,10,2024-10,Delhi,DL,5459,57773,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-10-01,9.4491,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2024,11,2024-11,Delhi,DL,5303,56122,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-11-01,9.4491,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2024,12,2024-12,Delhi,DL,4367,46218,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-12-01,9.4487,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2025,1,2025-01,Delhi,DL,3795,41267,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-01-01,9.1962,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2025,2,2025-02,Delhi,DL,3947,42917,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-02-01,9.1968,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2025,3,2025-03,Delhi,DL,4807,52271,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-03-01,9.1963,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2025,4,2025-04,Delhi,DL,3643,39616,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-04-01,9.1958,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2025,5,2025-05,Delhi,DL,3542,38515,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-05-01,9.1964,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2025,6,2025-06,Delhi,DL,3694,40166,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-06-01,9.1968,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2025,7,2025-07,Delhi,DL,3846,41817,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-07-01,9.1972,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2025,8,2025-08,Delhi,DL,4149,45118,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-08-01,9.1959,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2025,9,2025-09,Delhi,DL,4453,48419,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-09-01,9.1968,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2025,10,2025-10,Delhi,DL,5313,57773,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-10-01,9.1963,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2025,11,2025-11,Delhi,DL,5161,56122,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-11-01,9.196,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2025,12,2025-12,Delhi,DL,4251,46218,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-12-01,9.1977,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2020,1,2020-01,Goa,GA,2,6753,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-01-01,0.0296,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2020,2,2020-02,Goa,GA,2,7023,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-02-01,0.0285,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2020,3,2020-03,Goa,GA,3,8553,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-03-01,0.0351,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2020,4,2020-04,Goa,GA,2,6483,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-04-01,0.0308,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2020,5,2020-05,Goa,GA,2,6303,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-05-01,0.0317,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2020,6,2020-06,Goa,GA,2,6573,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-06-01,0.0304,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2020,7,2020-07,Goa,GA,2,6843,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-07-01,0.0292,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2020,8,2020-08,Goa,GA,2,7383,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-08-01,0.0271,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2020,9,2020-09,Goa,GA,2,7923,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-09-01,0.0252,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2020,10,2020-10,Goa,GA,3,9454,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-10-01,0.0317,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2020,11,2020-11,Goa,GA,3,9184,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-11-01,0.0327,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2020,12,2020-12,Goa,GA,2,7563,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-12-01,0.0264,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2021,1,2021-01,Goa,GA,11,6753,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-01-01,0.1629,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2021,2,2021-02,Goa,GA,11,7023,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-02-01,0.1566,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2021,3,2021-03,Goa,GA,14,8553,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-03-01,0.1637,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2021,4,2021-04,Goa,GA,10,6483,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-04-01,0.1542,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2021,5,2021-05,Goa,GA,10,6303,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-05-01,0.1587,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2021,6,2021-06,Goa,GA,10,6573,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-06-01,0.1521,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2021,7,2021-07,Goa,GA,11,6843,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-07-01,0.1607,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2021,8,2021-08,Goa,GA,12,7383,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-08-01,0.1625,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2021,9,2021-09,Goa,GA,13,7923,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-09-01,0.1641,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2021,10,2021-10,Goa,GA,15,9454,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-10-01,0.1587,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2021,11,2021-11,Goa,GA,15,9184,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-11-01,0.1633,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2021,12,2021-12,Goa,GA,12,7563,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-12-01,0.1587,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2022,1,2022-01,Goa,GA,46,6753,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-01-01,0.6812,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2022,2,2022-02,Goa,GA,48,7023,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-02-01,0.6835,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2022,3,2022-03,Goa,GA,58,8553,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-03-01,0.6781,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2022,4,2022-04,Goa,GA,44,6483,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-04-01,0.6787,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2022,5,2022-05,Goa,GA,43,6303,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-05-01,0.6822,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2022,6,2022-06,Goa,GA,45,6573,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-06-01,0.6846,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2022,7,2022-07,Goa,GA,47,6843,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-07-01,0.6868,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2022,8,2022-08,Goa,GA,50,7383,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-08-01,0.6772,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2022,9,2022-09,Goa,GA,54,7923,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-09-01,0.6816,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2022,10,2022-10,Goa,GA,65,9454,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-10-01,0.6875,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2022,11,2022-11,Goa,GA,63,9184,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-11-01,0.686,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2022,12,2022-12,Goa,GA,52,7563,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-12-01,0.6876,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2023,1,2023-01,Goa,GA,64,6753,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-01-01,0.9477,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2023,2,2023-02,Goa,GA,67,7023,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-02-01,0.954,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2023,3,2023-03,Goa,GA,82,8553,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-03-01,0.9587,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2023,4,2023-04,Goa,GA,62,6483,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-04-01,0.9563,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2023,5,2023-05,Goa,GA,60,6303,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-05-01,0.9519,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2023,6,2023-06,Goa,GA,63,6573,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-06-01,0.9585,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2023,7,2023-07,Goa,GA,65,6843,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-07-01,0.9499,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2023,8,2023-08,Goa,GA,70,7383,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-08-01,0.9481,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2023,9,2023-09,Goa,GA,76,7923,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-09-01,0.9592,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2023,10,2023-10,Goa,GA,90,9454,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-10-01,0.952,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2023,11,2023-11,Goa,GA,88,9184,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-11-01,0.9582,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2023,12,2023-12,Goa,GA,72,7563,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-12-01,0.952,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2024,1,2024-01,Goa,GA,87,6753,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-01-01,1.2883,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2024,2,2024-02,Goa,GA,90,7023,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-02-01,1.2815,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2024,3,2024-03,Goa,GA,110,8553,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-03-01,1.2861,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2024,4,2024-04,Goa,GA,83,6483,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-04-01,1.2803,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2024,5,2024-05,Goa,GA,81,6303,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-05-01,1.2851,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2024,6,2024-06,Goa,GA,84,6573,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-06-01,1.278,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2024,7,2024-07,Goa,GA,88,6843,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-07-01,1.286,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2024,8,2024-08,Goa,GA,95,7383,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-08-01,1.2867,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2024,9,2024-09,Goa,GA,102,7923,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-09-01,1.2874,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2024,10,2024-10,Goa,GA,121,9454,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-10-01,1.2799,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2024,11,2024-11,Goa,GA,118,9184,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-11-01,1.2848,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2024,12,2024-12,Goa,GA,97,7563,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-12-01,1.2826,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2025,1,2025-01,Goa,GA,84,6753,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-01-01,1.2439,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2025,2,2025-02,Goa,GA,88,7023,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-02-01,1.253,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2025,3,2025-03,Goa,GA,107,8553,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-03-01,1.251,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2025,4,2025-04,Goa,GA,81,6483,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-04-01,1.2494,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2025,5,2025-05,Goa,GA,79,6303,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-05-01,1.2534,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2025,6,2025-06,Goa,GA,82,6573,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-06-01,1.2475,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2025,7,2025-07,Goa,GA,85,6843,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-07-01,1.2421,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2025,8,2025-08,Goa,GA,92,7383,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-08-01,1.2461,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2025,9,2025-09,Goa,GA,99,7923,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-09-01,1.2495,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2025,10,2025-10,Goa,GA,118,9454,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-10-01,1.2481,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2025,11,2025-11,Goa,GA,115,9184,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-11-01,1.2522,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2025,12,2025-12,Goa,GA,94,7563,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-12-01,1.2429,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2020,1,2020-01,Gujarat,GJ,194,105042,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-01-01,0.1847,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2020,2,2020-02,Gujarat,GJ,202,109244,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-02-01,0.1849,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2020,3,2020-03,Gujarat,GJ,246,133053,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-03-01,0.1849,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2020,4,2020-04,Gujarat,GJ,186,100840,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-04-01,0.1845,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2020,5,2020-05,Gujarat,GJ,181,98039,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-05-01,0.1846,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2020,6,2020-06,Gujarat,GJ,189,102241,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-06-01,0.1849,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2020,7,2020-07,Gujarat,GJ,197,106443,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-07-01,0.1851,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2020,8,2020-08,Gujarat,GJ,212,114846,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-08-01,0.1846,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2020,9,2020-09,Gujarat,GJ,228,123249,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-09-01,0.185,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2020,10,2020-10,Gujarat,GJ,272,147059,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-10-01,0.185,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2020,11,2020-11,Gujarat,GJ,264,142857,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-11-01,0.1848,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2020,12,2020-12,Gujarat,GJ,217,117647,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-12-01,0.1845,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2021,1,2021-01,Gujarat,GJ,1021,105042,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-01-01,0.972,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2021,2,2021-02,Gujarat,GJ,1062,109244,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-02-01,0.9721,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2021,3,2021-03,Gujarat,GJ,1294,133053,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-03-01,0.9725,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2021,4,2021-04,Gujarat,GJ,981,100840,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-04-01,0.9728,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2021,5,2021-05,Gujarat,GJ,953,98039,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-05-01,0.9721,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2021,6,2021-06,Gujarat,GJ,994,102241,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-06-01,0.9722,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2021,7,2021-07,Gujarat,GJ,1035,106443,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-07-01,0.9724,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2021,8,2021-08,Gujarat,GJ,1117,114846,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-08-01,0.9726,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2021,9,2021-09,Gujarat,GJ,1198,123249,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-09-01,0.972,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2021,10,2021-10,Gujarat,GJ,1430,147059,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-10-01,0.9724,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2021,11,2021-11,Gujarat,GJ,1389,142857,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-11-01,0.9723,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2021,12,2021-12,Gujarat,GJ,1144,117647,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-12-01,0.9724,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2022,1,2022-01,Gujarat,GJ,4384,105042,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-01-01,4.1736,vahan_e2w_registrations_monthly.csv,generated_proxy,No
2022,2,2022-02,Gujarat,GJ,4560,109244,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-02-01,4.1741,vahan_e2w_registrations_monthly.csv,generated_proxy,No
